<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.V,D,20210424,0,230.5000000,230.5000000,230.1000000,230.1800000,280
SPBEX.V,D,20210426,0,232.6400000,234.0000000,228.7100000,230.3000000,539472
SPBEX.V,D,20210427,0,230.3500000,236.1000000,228.1000000,235.0000000,790062
SPBEX.V,D,20210428,0,234.6500000,236.2400000,230.6700000,233.3300000,789013
SPBEX.V,D,20210429,0,234.2600000,237.5000000,233.1300000,236.6000000,736865
SPBEX.V,D,20210430,0,236.6000000,237.0000000,232.3300000,234.1900000,675108
SPBEX.V,D,20210501,0,234.2000000,234.3900000,233.2300000,233.8700000,79
SPBEX.V,D,20210503,0,234.0000000,236.3000000,231.3800000,232.2800000,1038364
SPBEX.V,D,20210504,0,232.2800000,232.8900000,230.2300000,232.0300000,739755
SPBEX.V,D,20210505,0,232.0300000,234.6400000,228.6600000,229.2500000,750740
SPBEX.V,D,20210506,0,229.2500000,231.9300000,227.4000000,231.2200000,715691
SPBEX.V,D,20210507,0,231.2100000,233.2200000,230.0700000,232.3000000,689061
SPBEX.V,D,20210508,0,232.3000000,232.3000000,232.1200000,232.3000000,23
SPBEX.V,D,20210510,0,230.8000000,232.9500000,225.1600000,225.8800000,1340709
SPBEX.V,D,20210511,0,225.9600000,228.9200000,222.0400000,225.7400000,738497
SPBEX.V,D,20210512,0,225.3000000,226.5100000,220.2000000,220.2900000,925285
SPBEX.V,D,20210513,0,220.2900000,224.9900000,218.0000000,223.8100000,550095
SPBEX.V,D,20210514,0,223.6800000,227.9000000,223.0300000,227.5000000,473091
SPBEX.V,D,20210515,0,227.3900000,227.3900000,226.4000000,227.0000000,106
SPBEX.V,D,20210517,0,225.3700000,227.5000000,225.2900000,226.4100000,523702
SPBEX.V,D,20210518,0,226.6000000,229.1800000,225.2100000,225.2100000,782456
SPBEX.V,D,20210519,0,225.1600000,226.8200000,221.8000000,224.2100000,1008025
SPBEX.V,D,20210520,0,224.5800000,227.6000000,222.5100000,226.4100000,871420
SPBEX.V,D,20210521,0,226.4200000,229.3100000,226.0300000,226.4200000,638165
SPBEX.V,D,20210522,0,226.8600000,226.8700000,226.7000000,226.7000000,6
SPBEX.V,D,20210524,0,226.0200000,230.1000000,226.0200000,229.4500000,443374
SPBEX.V,D,20210525,0,229.5800000,230.9900000,228.4200000,229.2200000,400520
SPBEX.V,D,20210526,0,229.2200000,230.5900000,226.3800000,227.4600000,575247
SPBEX.V,D,20210527,0,227.4600000,228.6400000,226.3000000,227.0300000,556686
SPBEX.V,D,20210528,0,227.0400000,229.4300000,226.7300000,227.4000000,681192
SPBEX.V,D,20210529,0,227.4700000,227.8000000,227.3000000,227.8000000,415
SPBEX.V,D,20210601,0,230.0000000,230.0600000,226.2800000,226.8500000,676623
SPBEX.V,D,20210602,0,227.3900000,233.0800000,223.1200000,229.4000000,1045560
SPBEX.V,D,20210603,0,229.4100000,230.3900000,227.7700000,228.4200000,674706
SPBEX.V,D,20210604,0,228.5100000,230.6800000,228.0000000,230.2000000,730081
SPBEX.V,D,20210605,0,230.6200000,230.7300000,230.2000000,230.4400000,178
SPBEX.V,D,20210607,0,230.4300000,234.7000000,230.0000000,231.2600000,658972
SPBEX.V,D,20210608,0,231.0800000,232.8400000,230.1800000,232.3000000,621447
SPBEX.V,D,20210609,0,232.0800000,234.8400000,231.5500000,232.3000000,694785
SPBEX.V,D,20210610,0,232.6300000,234.2200000,231.6400000,233.7400000,5074
SPBEX.V,D,20210611,0,233.7400000,235.4400000,233.5500000,234.9900000,544218
SPBEX.V,D,20210612,0,234.9600000,234.9900000,234.9500000,234.9900000,143
SPBEX.V,D,20210614,0,233.5800000,235.4900000,231.5800000,233.9700000,611111
SPBEX.V,D,20210615,0,233.9700000,234.9600000,232.6300000,232.7500000,649228
SPBEX.V,D,20210616,0,232.6700000,234.0500000,228.0000000,229.3000000,947711
SPBEX.V,D,20210617,0,229.7400000,233.3300000,228.1000000,232.2700000,569046
SPBEX.V,D,20210618,0,232.2700000,233.2000000,228.5300000,230.2800000,735466
SPBEX.V,D,20210619,0,230.1700000,230.7300000,229.5200000,230.3300000,477
SPBEX.V,D,20210621,0,231.9900000,235.0100000,229.1200000,234.3200000,696145
SPBEX.V,D,20210622,0,234.3500000,236.3200000,233.2500000,235.4600000,604445
SPBEX.V,D,20210623,0,235.6500000,236.7500000,233.9400000,234.5200000,362771
SPBEX.V,D,20210624,0,234.8300000,238.1900000,234.4000000,236.4500000,732359
SPBEX.V,D,20210625,0,236.5100000,238.4700000,235.3800000,237.9900000,498806
SPBEX.V,D,20210626,0,237.3800000,237.8300000,237.3800000,237.5000000,54
SPBEX.V,D,20210628,0,235.0000000,238.5600000,231.8600000,234.5600000,862287
SPBEX.V,D,20210629,0,234.6900000,236.5200000,232.5200000,235.8700000,691527
SPBEX.V,D,20210630,0,235.7400000,236.4200000,233.8200000,233.8500000,788614
SPBEX.V,D,20210701,0,233.9800000,236.2900000,233.9800000,234.7000000,734359
SPBEX.V,D,20210702,0,234.8100000,238.7800000,233.0100000,238.3500000,381307
SPBEX.V,D,20210703,0,238.4400000,238.6800000,238.0300000,238.6800000,122
SPBEX.V,D,20210706,0,239.2500000,240.6100000,234.0400000,239.3500000,630874
SPBEX.V,D,20210707,0,239.5000000,241.0400000,238.3000000,240.3900000,561149
SPBEX.V,D,20210708,0,240.0700000,240.3800000,234.5600000,236.7000000,1012681
SPBEX.V,D,20210709,0,236.6100000,239.4600000,236.5100000,238.4700000,565354
SPBEX.V,D,20210710,0,238.3000000,238.9900000,238.3000000,238.4700000,1227
SPBEX.V,D,20210712,0,237.2000000,239.0000000,236.6200000,238.0000000,677653
SPBEX.V,D,20210713,0,238.0000000,242.4800000,236.9300000,242.3500000,837770
SPBEX.V,D,20210714,0,242.2500000,246.8000000,241.0000000,245.8700000,1048312
SPBEX.V,D,20210715,0,245.8600000,249.7700000,243.5100000,248.5800000,763420
SPBEX.V,D,20210716,0,249.3500000,250.4300000,247.3900000,247.6300000,768322
SPBEX.V,D,20210717,0,247.8700000,248.3000000,247.6100000,248.3000000,276
SPBEX.V,D,20210719,0,250.0000000,250.0000000,238.9200000,240.9800000,1647200
SPBEX.V,D,20210720,0,241.0400000,244.1800000,239.5200000,242.9400000,894585
SPBEX.V,D,20210721,0,242.9400000,245.7300000,242.0100000,243.8600000,691546
SPBEX.V,D,20210722,0,243.7400000,245.3500000,243.1500000,244.1300000,845031
SPBEX.V,D,20210723,0,243.9700000,250.0100000,243.1400000,249.0200000,787197
SPBEX.V,D,20210724,0,248.8700000,249.0100000,248.8700000,249.0000000,34
SPBEX.V,D,20210726,0,247.7500000,250.4400000,246.4800000,250.2200000,732447
SPBEX.V,D,20210727,0,250.2300000,252.9400000,243.2500000,248.0600000,933341
SPBEX.V,D,20210728,0,249.1100000,251.5000000,245.7700000,247.1800000,795605
SPBEX.V,D,20210729,0,247.2800000,250.3700000,246.9400000,247.3100000,638489
SPBEX.V,D,20210730,0,247.3000000,248.4600000,244.6700000,246.5200000,610413
SPBEX.V,D,20210731,0,246.8500000,247.0000000,246.4000000,246.7900000,217
SPBEX.V,D,20210802,0,248.0000000,248.3000000,238.3700000,240.2400000,1296738
SPBEX.V,D,20210803,0,240.2400000,242.0000000,234.0400000,237.0600000,1239017
SPBEX.V,D,20210804,0,237.0500000,238.4900000,235.0600000,236.5700000,854835
SPBEX.V,D,20210805,0,236.8900000,240.4800000,235.9900000,240.3000000,670091
SPBEX.V,D,20210806,0,240.3600000,242.6000000,239.5000000,241.4500000,664657
SPBEX.V,D,20210807,0,241.4500000,241.6300000,241.4000000,241.4000000,139
SPBEX.V,D,20210809,0,241.0000000,242.1400000,238.0500000,240.0000000,641367
SPBEX.V,D,20210810,0,240.0000000,241.3300000,235.5700000,237.8200000,895863
SPBEX.V,D,20210811,0,237.8200000,238.9800000,234.5800000,235.3300000,1093617
SPBEX.V,D,20210812,0,234.9900000,235.9000000,231.0300000,231.7000000,1305392
SPBEX.V,D,20210813,0,231.9000000,233.5300000,231.4000000,232.3500000,750132
SPBEX.V,D,20210814,0,232.6500000,232.6800000,232.3300000,232.5500000,104
SPBEX.V,D,20210816,0,235.2200000,235.5200000,230.2000000,235.0000000,986849
SPBEX.V,D,20210817,0,235.3600000,236.8800000,233.1000000,234.2100000,724148
SPBEX.V,D,20210818,0,234.1000000,235.6000000,230.5000000,231.3100000,619880
SPBEX.V,D,20210819,0,231.3100000,232.8200000,227.9800000,231.5400000,872478
SPBEX.V,D,20210820,0,231.2700000,232.5000000,230.3200000,231.5900000,790194
SPBEX.V,D,20210821,0,231.6000000,232.0000000,231.3600000,232.0000000,70
SPBEX.V,D,20210823,0,230.4300000,234.6500000,230.4200000,234.5900000,887448
SPBEX.V,D,20210824,0,234.5900000,236.1800000,231.6800000,234.4000000,814389
SPBEX.V,D,20210825,0,234.3900000,235.3800000,232.0900000,232.6500000,827582
SPBEX.V,D,20210826,0,232.6000000,233.5600000,230.0000000,230.1200000,847141
SPBEX.V,D,20210827,0,230.1900000,233.0500000,229.8000000,231.5800000,921140
SPBEX.V,D,20210828,0,231.6000000,232.8200000,230.9000000,231.6400000,6693
SPBEX.V,D,20210830,0,232.0600000,233.9000000,229.9200000,231.2000000,1045598
SPBEX.V,D,20210831,0,231.3500000,232.8400000,228.6600000,229.5000000,1047229
SPBEX.V,D,20210901,0,229.2800000,230.7700000,228.6600000,230.1200000,1167306
SPBEX.V,D,20210902,0,230.2300000,231.7200000,221.9700000,224.0800000,2534199
SPBEX.V,D,20210903,0,224.0000000,227.3000000,223.3700000,225.0100000,1141472
SPBEX.V,D,20210904,0,225.0700000,225.7500000,225.0000000,225.4300000,611
SPBEX.V,D,20210907,0,226.1800000,228.0100000,225.4500000,226.2400000,1383407
SPBEX.V,D,20210908,0,226.1300000,230.2200000,225.1900000,229.0900000,1040877
SPBEX.V,D,20210909,0,229.0800000,229.9900000,227.0500000,227.4600000,853437
SPBEX.V,D,20210910,0,227.4600000,230.0000000,224.8200000,225.0500000,797735
SPBEX.V,D,20210911,0,224.8500000,225.1000000,224.8300000,224.9800000,425
SPBEX.V,D,20210913,0,225.1000000,227.7800000,223.4200000,224.9900000,1217522
SPBEX.V,D,20210914,0,224.8500000,225.8500000,222.2800000,223.1000000,1336356
SPBEX.V,D,20210915,0,223.0900000,224.8800000,221.3700000,223.9000000,908061
SPBEX.V,D,20210916,0,224.4300000,225.2900000,222.7700000,224.6400000,751691
SPBEX.V,D,20210917,0,224.6000000,224.9900000,219.3100000,221.3800000,1258355
SPBEX.V,D,20210918,0,221.3500000,222.0000000,221.0300000,221.2000000,332
SPBEX.V,D,20210920,0,221.9400000,221.9400000,215.9900000,219.2500000,905160
SPBEX.V,D,20210921,0,219.2500000,223.0900000,218.9600000,220.1500000,574553
SPBEX.V,D,20210922,0,219.9600000,224.1200000,219.7000000,222.7800000,851720
SPBEX.V,D,20210923,0,222.9800000,228.8700000,222.8100000,228.5000000,1059915
SPBEX.V,D,20210924,0,228.3100000,231.9400000,226.6400000,231.5800000,13758
SPBEX.V,D,20210925,0,231.5700000,231.7900000,231.1700000,231.6000000,99
SPBEX.V,D,20210927,0,231.9800000,233.2700000,228.7800000,229.4000000,8211
SPBEX.V,D,20210928,0,229.4000000,231.4600000,223.7800000,225.9400000,19844
