<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.MA,D,20210716,0,389.9000000,393.5000000,385.3700000,386.7000000,324293
SPBEX.MA,D,20210717,0,386.2100000,387.0000000,386.2100000,386.3500000,58
SPBEX.MA,D,20210719,0,382.6900000,385.9900000,363.3700000,365.9200000,1133637
SPBEX.MA,D,20210720,0,365.9900000,376.6400000,365.1500000,374.1000000,569747
SPBEX.MA,D,20210721,0,374.4500000,380.9100000,373.0600000,380.3900000,358535
SPBEX.MA,D,20210722,0,380.4000000,382.8800000,377.0600000,382.2000000,617104
SPBEX.MA,D,20210723,0,382.2000000,394.5000000,381.0200000,391.7100000,540835
SPBEX.MA,D,20210724,0,391.5600000,393.1100000,391.5600000,393.1100000,94
SPBEX.MA,D,20210726,0,394.4400000,394.4400000,388.2700000,392.6000000,346653
SPBEX.MA,D,20210727,0,392.0100000,395.2100000,385.5600000,389.0000000,358951
SPBEX.MA,D,20210728,0,387.9400000,391.9200000,382.0100000,382.2400000,467077
SPBEX.MA,D,20210729,0,382.2500000,394.7300000,381.0100000,389.3600000,587735
SPBEX.MA,D,20210730,0,387.2200000,389.0000000,383.1100000,386.1900000,383279
SPBEX.MA,D,20210731,0,386.1900000,386.6000000,386.0000000,386.6000000,22
SPBEX.MA,D,20210802,0,386.2700000,390.9800000,373.8100000,375.6000000,543798
SPBEX.MA,D,20210803,0,375.6000000,378.9600000,359.6400000,366.9900000,1006272
SPBEX.MA,D,20210804,0,367.8000000,370.1300000,363.4600000,367.9000000,458891
SPBEX.MA,D,20210805,0,368.5000000,372.9800000,367.0000000,371.1000000,340642
SPBEX.MA,D,20210806,0,371.5000000,375.5000000,370.1000000,374.0000000,325542
SPBEX.MA,D,20210807,0,374.0000000,374.5700000,374.0000000,374.0000000,29
SPBEX.MA,D,20210809,0,377.4800000,377.5100000,368.9100000,370.8900000,324264
SPBEX.MA,D,20210810,0,370.9000000,372.9400000,364.1100000,367.1300000,446421
SPBEX.MA,D,20210811,0,367.6400000,370.0000000,363.7400000,364.4000000,531173
SPBEX.MA,D,20210812,0,364.2500000,366.2600000,357.8800000,361.8300000,437326
SPBEX.MA,D,20210813,0,361.9000000,363.4600000,360.6300000,362.2500000,318781
SPBEX.MA,D,20210814,0,363.1200000,363.2900000,362.1600000,362.4000000,28
SPBEX.MA,D,20210816,0,362.5800000,364.2200000,356.6200000,363.3400000,402959
SPBEX.MA,D,20210817,0,363.3400000,364.5400000,359.6700000,362.8500000,300964
SPBEX.MA,D,20210818,0,361.9800000,365.6700000,360.5400000,360.5400000,341484
SPBEX.MA,D,20210819,0,360.9900000,362.8700000,354.7200000,357.5700000,438581
SPBEX.MA,D,20210820,0,357.5000000,359.9900000,353.3200000,355.1500000,593407
SPBEX.MA,D,20210821,0,355.2900000,356.2000000,355.1800000,355.2900000,29
SPBEX.MA,D,20210823,0,359.2800000,362.2300000,354.2400000,361.9900000,606176
SPBEX.MA,D,20210824,0,361.1200000,366.1000000,361.1200000,362.0000000,486432
SPBEX.MA,D,20210825,0,362.0000000,363.8100000,358.5000000,359.8900000,298912
SPBEX.MA,D,20210826,0,359.7100000,364.5000000,351.7700000,352.0000000,615678
SPBEX.MA,D,20210827,0,352.1500000,356.7300000,351.5000000,355.0000000,487622
SPBEX.MA,D,20210828,0,355.0000000,355.7400000,354.0000000,354.2800000,863
SPBEX.MA,D,20210830,0,359.4400000,359.4400000,352.2600000,353.3200000,524896
SPBEX.MA,D,20210831,0,353.3800000,355.7000000,344.6900000,346.7400000,992251
SPBEX.MA,D,20210901,0,346.6800000,352.0600000,346.5000000,349.5700000,748140
SPBEX.MA,D,20210902,0,349.7500000,353.0000000,339.3200000,341.5000000,1266219
SPBEX.MA,D,20210903,0,341.5000000,344.1500000,338.9100000,340.5500000,781269
SPBEX.MA,D,20210904,0,340.7000000,341.1000000,340.3500000,340.4500000,238
SPBEX.MA,D,20210907,0,341.2500000,348.0000000,340.2000000,344.7000000,729678
SPBEX.MA,D,20210908,0,344.7000000,352.0000000,343.0000000,350.6900000,702213
SPBEX.MA,D,20210909,0,350.7200000,353.5200000,349.9100000,351.4100000,625028
SPBEX.MA,D,20210910,0,351.4100000,354.9500000,347.0200000,347.5000000,525226
SPBEX.MA,D,20210911,0,348.5000000,348.5000000,347.2100000,347.4900000,267
SPBEX.MA,D,20210913,0,348.1300000,351.9100000,346.3800000,347.9800000,578354
SPBEX.MA,D,20210914,0,348.9800000,349.8000000,345.2500000,345.8000000,406530
SPBEX.MA,D,20210915,0,346.6200000,347.8600000,342.7000000,344.9600000,454883
SPBEX.MA,D,20210916,0,345.8300000,347.6900000,343.5200000,345.6700000,437621
SPBEX.MA,D,20210917,0,346.8000000,347.1600000,340.7400000,343.3100000,501732
SPBEX.MA,D,20210918,0,343.0000000,343.0000000,342.0700000,342.7500000,74
SPBEX.MA,D,20210920,0,341.5800000,341.9700000,335.3800000,338.5500000,475249
SPBEX.MA,D,20210921,0,339.6400000,343.7500000,336.7100000,337.3000000,415062
SPBEX.MA,D,20210922,0,337.0000000,343.8700000,336.6700000,343.7200000,436504
SPBEX.MA,D,20210923,0,343.7200000,354.7900000,343.0100000,353.5400000,883825
SPBEX.MA,D,20210924,0,353.1100000,359.8700000,351.0500000,357.2800000,5389
SPBEX.MA,D,20210925,0,357.9800000,358.4000000,357.2900000,357.8000000,15
SPBEX.MA,D,20210927,0,359.8700000,362.5000000,355.1700000,356.9800000,4119
SPBEX.MA,D,20210928,0,356.6100000,357.0000000,349.1300000,352.5200000,2764
SPBEX.MA,D,20210929,0,351.2200000,357.0300000,351.2000000,354.4400000,2813
SPBEX.MA,D,20210930,0,354.1100000,356.2700000,347.5300000,349.6900000,4449
